,City name,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
350,Inyonga,30,TZ,1571096645,65,-6.72,32.06,67.65800000000002,1.997
351,Faanui,0,PF,1571096645,82,-16.48,-151.75,77.52200000000005,7.809
352,Umm Kaddadah,75,SD,1571096646,56,13.6,26.69,82.22000000000006,2.827
353,Xingtai,0,CN,1571096647,27,37.07,114.49,50.432000000000016,0.868
354,Flinders,0,AU,1571096647,52,-34.58,150.85,75.99199999999999,2.1
355,Hambantota,100,LK,1571096647,79,6.12,81.12,80.63600000000008,1.852
356,Saint-Pierre,100,FR,1571096648,93,48.95,4.24,64.4,3.1
357,Chico,1,US,1571096649,15,39.73,-121.84,82.4,1.796
358,Tiksi,97,RU,1571096649,87,71.64,128.87,14.918000000000085,2.913
359,Saveh,0,IR,1571096649,69,35.02,50.36,55.25600000000003,1.203
360,Mandawar,0,IN,1571096649,79,29.49,78.13,68.14400000000008,1.407
361,Ruwi,0,OM,1571096650,88,23.6,58.55,78.80000000000001,1.0
362,Sisimiut,21,GL,1571096650,62,66.94,-53.67,22.424000000000014,4.361
363,Atar,99,MR,1571096651,47,20.52,-13.05,84.65,5.602
364,Nortelandia,63,BR,1571096652,78,-14.45,-56.8,74.3180000000001,1.487
365,Gat,100,SN,1571096653,94,14.69,-16.54,77.0,3.1
366,Zyryanka,100,RU,1571096653,94,65.73,150.89,20.678000000000065,10.173
367,Porto Novo,29,BR,1571096654,73,-23.68,-45.44,69.80000000000001,2.6
368,Hulyaypole,28,UA,1571096654,58,47.67,36.26,53.34800000000003,1.557
369,Kasongo-Lunda,100,CD,1571096654,99,-6.48,16.82,67.98200000000003,1.596
370,Kungsbacka,90,SE,1571096655,87,57.49,12.08,46.99400000000007,2.6
371,Bilma,0,NE,1571096655,18,18.69,12.92,87.00800000000001,3.185
372,Lujan,0,AR,1571096655,68,-46.57,-67.67,46.65200000000008,4.976
373,Dickinson,90,US,1571096656,50,46.88,-102.79,51.8,6.7
374,Zaozerne,0,UA,1571096656,81,51.37,23.94,55.22000000000006,2.106
375,Karaj,2,IR,1571096657,51,35.81,51.01,62.6,3.1
376,Pevek,100,RU,1571096657,69,69.7,170.27,31.910000000000082,2.976
377,Namatanai,88,PG,1571096658,72,-3.66,152.44,83.04800000000003,1.121
378,Tiarei,75,PF,1571096658,69,-17.53,-149.33,82.4,2.1
379,Urucara,62,BR,1571096658,55,-2.54,-57.76,84.02000000000007,0.514
380,Yulara,21,AU,1571096659,17,-25.24,130.99,84.2,4.1
381,Oistins,20,BB,1571096659,69,13.07,-59.53,82.4,7.7
382,Sao Gabriel da Cachoeira,73,BR,1571096659,90,-0.13,-67.09,75.23600000000008,0.733
383,Soyo,60,AO,1571096660,89,-6.13,12.37,75.52400000000002,2.067
384,Ibra,0,OM,1571096660,53,22.69,58.55,76.92800000000007,2.519
385,Porangatu,27,BR,1571096661,33,-13.44,-49.14,82.04000000000002,1.353
386,Miles City,40,US,1571096661,43,46.41,-105.84,55.400000000000006,10.3
387,Saint-Leu,90,RE,1571096661,64,-21.15,55.28,75.2,1.5
388,Yumen,16,CN,1571096662,32,40.29,97.04,36.122000000000035,3.926
389,Pecos,40,US,1571096662,51,31.42,-103.49,82.4,4.6
390,Shishou,99,CN,1571096662,67,29.72,112.42,60.35,6.345
391,Lata,0,IN,1571096663,66,30.78,78.62,26.420000000000062,0.727
392,Mildura,0,AU,1571096663,62,-34.18,142.16,60.00800000000001,3.1
393,Pleasant Point,20,CA,1571096664,56,44.45,-78.7,46.004000000000055,1.5
394,Padang,88,ID,1571096665,89,-0.92,100.36,66.86600000000001,1.157
395,Altagracia de Orituco,46,VE,1571096666,98,9.86,-66.38,68.07200000000003,1.481
396,Victoria,75,BN,1571096666,94,5.28,115.24,78.80000000000001,2.448
397,Starobaltachevo,71,RU,1571096667,96,56.0,55.92,38.69600000000005,3.295
398,Szczytno,18,PL,1571096671,78,53.57,20.99,51.62000000000006,1.71
399,Ponta Delgada,20,PT,1571096673,68,37.73,-25.67,71.00600000000003,1.5
400,Pedasi,40,PA,1571096673,86,7.53,-80.03,78.458,6.303
401,Karmala,4,IN,1571096677,70,18.41,75.19,71.90600000000003,3.478
402,Mogadishu,55,SO,1571096678,84,2.04,45.34,79.89800000000002,5.971
403,Fort Carson,40,US,1571096679,9,38.74,-104.79,78.80000000000001,3.6
404,Shumskiy,57,RU,1571096679,65,54.83,99.13,33.58399999999999,1.641
405,Tigil,100,RU,1571096680,90,57.8,158.67,32.72000000000006,7.866
406,Beihai,0,CN,1571096680,42,38.95,121.19,46.4,1.0
407,Zaliznychne,25,UA,1571096681,100,47.65,36.17,48.2,1.69
408,Udankudi,100,IN,1571096681,78,8.43,78.03,81.82400000000001,1.959
409,San Isidro,75,CR,1571096682,100,10.02,-84.06,68.0,2.1
410,Rio Grande,100,BR,1571096682,82,-32.03,-52.1,54.986000000000075,9.993
411,Gunjur,75,GM,1571096683,94,13.18,-16.76,77.0,5.688
412,Flers,72,FR,1571096684,93,48.75,-0.57,53.6,3.1
413,Loviisa,17,FI,1571096684,86,60.46,26.23,33.8,1.5
414,Camp Verde,1,US,1571096685,22,34.56,-111.85,73.99400000000009,3.6
415,Sahuaripa,98,MX,1571096685,84,29.05,-109.23,67.26200000000006,0.448
416,Palana,86,RU,1571096685,80,59.08,159.95,31.946000000000048,6.444
417,San Cristobal,99,HN,1571096686,96,14.68,-86.92,67.76600000000002,0.705
418,Krapivinskiy,66,RU,1571096686,67,55.0,86.81,48.866000000000014,3.182
419,Lagoa,23,PT,1571096686,72,37.14,-8.45,60.00800000000001,4.6
420,Karabanovo,65,RU,1571096687,86,56.31,38.7,51.602000000000075,5.242
421,Bermejo,100,AR,1571096687,97,-22.73,-64.34,55.76000000000008,0.944
422,Lazarev,62,RU,1571096688,44,52.23,141.51,36.48200000000001,8.769
423,Shetpe,0,KZ,1571096688,93,44.14,52.16,54.62600000000009,2.198
424,Novyy Buyan,98,RU,1571096689,93,53.69,50.04,47.174000000000014,5.96
425,Chernyshevskiy,42,RU,1571096689,97,63.01,112.47,24.691999999999997,2.629
426,Praia da Vitoria,40,PT,1571096690,77,38.73,-27.07,64.4,8.323
427,Lakes Entrance,36,AU,1571096690,76,-37.88,147.99,62.00600000000003,0.45
428,Mareeba,40,AU,1571096691,57,-16.99,145.42,84.00200000000008,2.6
429,Biharamulo,84,TZ,1571096691,89,-2.64,31.31,64.22000000000006,0.534
430,Tagusao,100,PH,1571096692,89,9.19,117.81,76.26200000000006,2.905
431,Orbetello,40,IT,1571096692,93,42.44,11.21,66.2,2.1
432,Beruwala,59,LK,1571096692,88,6.48,79.98,77.32400000000001,1.837
433,Nanao,20,JP,1571096693,67,37.05,136.95,60.998000000000026,3.1
434,Mehamn,98,NO,1571096694,88,71.03,27.85,32.07200000000004,0.538
435,Tiznit,84,MA,1571096694,67,29.7,-9.73,60.96200000000006,0.954
436,Kiama,0,AU,1571096695,52,-34.67,150.86,69.99800000000002,2.1
437,Qasigiannguit,19,GL,1571096695,62,68.82,-51.19,19.4,7.2
438,Taltal,0,CL,1571096695,89,-25.41,-70.49,53.13200000000002,1.638
439,Oranjemund,37,ZA,1571096696,82,-28.55,16.43,57.254000000000055,5.451
440,Felipe Carrillo Puerto,41,MX,1571096696,84,19.58,-88.05,78.674,1.808
441,Bouna,74,CI,1571096697,84,9.27,-3.0,75.97400000000002,2.007
442,North Battleford,90,CA,1571096698,48,52.78,-108.3,42.8,6.2
443,Jiayuguan,39,CN,1571096698,36,39.77,98.29,35.6,2.008
444,Mount Isa,21,AU,1571096698,21,-20.73,139.49,93.2,3.1
445,Morehead,1,US,1571096699,36,38.18,-83.43,64.4,2.1
446,Verkhnyaya Toyma,100,RU,1571096699,93,62.24,45.0,38.06600000000001,2.665
447,Marathon,87,CA,1571096699,68,48.72,-86.38,44.20400000000005,7.615
448,Chauk,100,MM,1571096700,85,20.89,94.82,75.23600000000008,1.016
449,Novoomskiy,96,RU,1571096700,90,54.84,73.3,44.20400000000005,4.169
450,Princeton,1,US,1571096701,32,40.35,-74.66,69.80000000000001,3.1
451,El Dorado,20,TT,1571096702,88,10.65,-61.37,78.99800000000002,5.696
452,Kaspiyskiy,0,RU,1571096702,54,45.39,47.37,59.57600000000009,1.962
453,Tessalit,9,ML,1571096703,20,20.2,1.01,87.29600000000005,4.206
454,Weligama,100,LK,1571096703,90,5.97,80.42,75.93800000000005,1.161
455,Kanker,60,IN,1571096704,93,20.27,81.49,67.44200000000001,1.304
456,Ngunguru,73,NZ,1571096704,93,-35.62,174.5,62.00600000000003,0.89
457,Manzanillo,20,MX,1571096705,74,19.05,-104.32,87.80000000000001,6.2
458,Kavaratti,88,IN,1571096705,71,10.57,72.64,82.97600000000008,1.232
459,Develi,13,TR,1571096705,46,38.39,35.49,50.0,2.6
460,Shalinskoye,95,RU,1571096706,56,55.72,93.76,42.188000000000045,4.101
461,Erenhot,0,CN,1571096707,29,43.65,111.97,36.06800000000008,0.97
462,Javanrud,0,IR,1571096707,36,34.8,46.49,60.8,1.944
463,Coahuayana,89,MX,1571096708,83,18.62,-100.35,78.8180000000001,0.752
464,Easton,1,US,1571096708,72,38.77,-76.08,66.2,2.562
465,Ust-Kut,100,RU,1571096709,83,56.78,105.75,31.694000000000074,2.2
466,Kampene,100,CD,1571096709,97,-3.59,26.67,67.55000000000001,0.414
467,Codrington,66,AU,1571096710,68,-28.95,153.24,73.99400000000009,2.6
468,Taoudenni,0,ML,1571096710,23,22.68,-3.98,89.72600000000008,4.424
469,Darnah,0,LY,1571096711,69,32.77,22.64,73.79600000000005,4.502
470,Hofn,100,IS,1571096711,87,64.25,-15.21,48.57800000000007,10.389
471,Xining,100,CN,1571096712,94,36.62,101.77,36.860000000000085,1.806
472,Dingle,100,PH,1571096712,86,11.0,122.67,78.98000000000005,4.876
473,Zhezkazgan,16,KZ,1571096713,88,47.8,67.71,44.87000000000006,4.498
474,Vila Franca do Campo,20,PT,1571096713,68,37.72,-25.43,71.00600000000003,1.5
475,Rawson,23,AR,1571096713,74,-43.3,-65.11,46.22000000000006,7.485
476,Mehran,64,IR,1571096714,26,33.12,46.17,60.8,3.1
477,Uzhur,88,RU,1571096714,71,55.32,89.85,43.088000000000044,4.587
478,Turka,52,RU,1571096715,53,52.95,108.22,44.438000000000045,6.038
479,Amurrio,100,ES,1571096715,76,43.05,-3.0,55.400000000000006,3.1
480,Yinchuan,98,CN,1571096715,79,38.48,106.21,35.99600000000005,3.121
481,Auki,100,NG,1571096716,52,12.18,6.51,76.892,0.11
482,Huitziltepec,36,MX,1571096716,78,17.76,-99.48,75.45200000000008,1.14
483,Isoka,39,ZM,1571096717,74,-10.15,32.64,64.958,0.896
484,Faya,63,SA,1571096717,41,18.39,42.45,64.4,3.883
485,Kuching,75,MY,1571096718,100,1.56,110.34,77.0,1.5
486,Vanavara,100,RU,1571096718,95,60.35,102.28,33.332000000000015,2.692
487,Bangassou,84,CF,1571096719,91,4.74,22.82,69.22400000000002,0.79
488,Bulgan,0,MN,1571096719,38,48.81,103.53,30.668000000000085,1.27
489,Chiredzi,0,ZW,1571096720,71,-21.05,31.67,68.27000000000007,2.655
490,Loikaw,99,MM,1571096721,98,19.67,97.21,62.34800000000003,0.948
491,Talas,15,KG,1571096721,60,42.52,72.24,40.92800000000007,1.497
492,Kamaishi,75,JP,1571096722,71,39.28,141.86,55.400000000000006,6.7
493,Mpanda,8,BI,1571096722,87,-3.17,29.4,58.13600000000007,1.496
494,Ndioum,62,SN,1571096722,78,16.51,-14.65,80.6,4.171
495,Thompson,90,CA,1571096723,93,55.74,-97.86,35.6,3.1
496,Verkhnyaya Inta,100,RU,1571096723,98,65.99,60.32,34.79000000000002,4.197
497,Usinsk,100,RU,1571096724,90,66.0,57.56,36.104000000000056,5.726
498,Tutoia,13,BR,1571096724,84,-2.76,-42.27,76.01000000000008,2.524
499,Bulancak,14,TR,1571096724,100,40.94,38.23,57.2,0.639
500,Neryungri,94,RU,1571096725,90,56.66,124.71,19.418000000000085,2.129
501,Odate,75,JP,1571096725,87,40.3,140.55,55.99400000000007,1.0
502,Crixas,84,BR,1571096726,37,-14.55,-49.97,81.87800000000007,0.657
503,Tornio,37,FI,1571096726,86,61.12,27.27,33.8,1.5
504,Chicama,75,PE,1571096727,82,-7.84,-79.15,64.4,3.6
505,General Roca,75,AR,1571096728,86,-39.03,-67.58,39.2,5.7
506,Nuuk,40,GL,1571096728,63,64.17,-51.74,26.6,5.1
507,Sioux Lookout,75,CA,1571096729,93,50.1,-91.92,39.2,1.0
508,Otane,100,NZ,1571096730,92,-39.89,176.62,50.0,3.58
509,Jacareacanga,87,BR,1571096730,89,-6.22,-57.76,75.41600000000001,1.549
510,Richards Bay,50,ZA,1571096731,84,-28.77,32.06,69.8180000000001,12.064
511,Rabat,20,MA,1571096731,93,34.02,-6.83,62.99600000000005,1.5
512,Rostovka,96,RU,1571096732,90,55.02,73.58,44.20400000000005,4.169
513,Sao Jose da Coroa Grande,17,BR,1571096732,78,-8.9,-35.15,78.26000000000008,7.828
514,Axim,43,GH,1571096733,96,4.87,-2.24,74.53399999999999,1.658
515,Tabou,51,CI,1571096734,96,4.42,-7.36,73.292,1.568
516,Charlestown,1,US,1571096734,88,41.38,-71.64,62.6,2.1
517,Santander,87,PH,1571096735,75,9.42,123.33,82.43600000000006,4.292
518,Jackville,75,CI,1571096736,100,5.21,-4.42,75.2,1.0
519,Matamoros,1,US,1571096736,58,25.87,-97.51,89.6,6.7
520,Makakilo City,40,US,1571096736,46,21.35,-158.09,89.6,6.7
521,İskenderun,40,TR,1571096737,52,36.58,36.17,77.0,4.6
522,Matara,4,BI,1571096738,84,-3.48,29.48,58.424000000000014,2.076
523,Joshimath,10,IN,1571096738,53,30.57,79.57,41.432000000000016,2.137
524,Sao Felix do Xingu,42,BR,1571096738,89,-6.64,-51.99,74.66000000000008,1.998
525,Nsukka,99,NG,1571096739,96,6.86,7.39,71.834,2.454
526,Bitung,20,ID,1571096739,78,1.44,125.19,80.6,1.0
527,Copala,7,MX,1571096740,80,16.61,-98.97,84.48800000000006,7.067
528,Galesong,20,ID,1571096740,29,-5.32,119.37,78.80000000000001,2.1
529,Poykovskiy,98,RU,1571096741,92,61.23,73.33,43.34000000000002,3.715
530,Solton,100,RU,1571096742,62,52.84,86.48,47.78600000000007,2.811
531,Rabo de Peixe,20,PT,1571096742,68,37.8,-25.58,71.00600000000003,1.5
532,Boende,22,CD,1571096742,85,-0.28,20.88,71.31200000000007,0.646
533,Hingham,100,GB,1571096743,93,52.58,0.99,60.8,3.6
534,Celestun,84,MX,1571096744,79,20.87,-90.4,83.76800000000009,9.965
535,Mama,75,MX,1571096744,88,20.48,-89.36,80.00600000000003,2.1
536,San Pedro,94,AR,1571096745,67,-33.68,-59.66,53.00600000000003,1.79
537,Noumea,90,NC,1571096745,47,-22.28,166.46,77.0,3.6
538,Mumford,31,GH,1571096746,98,5.26,-0.76,73.04000000000002,1.574
539,Robertsport,67,LR,1571096747,87,6.75,-11.37,78.9260000000001,3.46
540,Hasaki,75,JP,1571096748,88,35.73,140.83,64.99400000000009,2.6
541,Pemba,28,MZ,1571096749,84,-12.97,40.52,77.558,6.031
542,Muscle Shoals,40,US,1571096749,88,34.75,-87.67,69.80000000000001,1.497
543,Gornopravdinsk,91,RU,1571096750,95,60.06,69.92,41.846000000000046,3.471
544,Bend,1,US,1571096750,24,44.06,-121.32,64.00400000000005,2.1
545,Ibirama,100,BR,1571096751,98,-27.05,-49.52,61.196000000000055,2.851
546,Malanje,65,AO,1571096751,96,-9.54,16.35,63.194000000000074,0.126
547,Belaya Gora,100,RU,1571096752,94,68.54,146.19,18.95,6.709
548,Hegang,0,CN,1571096752,31,47.34,130.28,38.84000000000002,5.688
549,Voh,28,NC,1571096753,55,-20.95,164.69,71.43800000000005,5.577
550,Sechura,84,PE,1571096753,79,-5.56,-80.82,64.07600000000009,5.059
551,Sept-Iles,90,CA,1571096753,93,50.2,-66.38,48.2,6.7
552,Aquidauana,67,BR,1571096754,89,-20.47,-55.78,74.174,3.365
553,San Andres,55,PH,1571096754,75,13.32,122.68,81.19400000000007,3.36
554,Mount Gambier,90,AU,1571096755,87,-37.83,140.78,57.2,4.6
